PolicyID,ClientID,CountryCode,Cost,Income
96,96,de,96,96
97,97,fr,97,97
98,98,fr,98,98
99,99,fr,99,99
100,100,gb,100,100
101,101,de,101,101
102,102,fr,102,102
103,103,fr,103,103
104,104,fr,104,104
105,105,gb,105,105
106,106,de,106,106
107,107,fr,107,107
108,108,fr,108,108
109,109,fr,109,109
110,110,gb,110,110
111,111,de,111,111
112,112,fr,112,112
113,113,fr,113,113
114,114,fr,114,114
115,115,gb,115,115
116,116,de,116,116
117,117,fr,117,117
118,118,fr,118,118
119,119,fr,119,119
120,120,gb,120,120
121,121,de,121,121
122,122,fr,122,122
123,123,fr,123,123
124,124,fr,124,124
125,125,gb,125,125
126,126,de,126,126
127,127,fr,127,127
128,128,fr,128,128
129,129,fr,129,129
130,130,gb,130,130
131,131,de,131,131
132,132,fr,132,132
133,133,fr,133,133
134,134,fr,134,134
135,135,gb,135,135
136,136,de,136,136
137,137,fr,137,137
138,138,fr,138,138
139,139,fr,139,139
140,140,gb,140,140
141,141,de,141,141
142,142,fr,142,142
143,143,fr,143,143
144,144,fr,144,144
145,145,gb,145,145
146,146,de,146,146
147,147,fr,147,147
148,148,fr,148,148
149,149,fr,149,149
150,150,gb,150,150
151,151,de,151,151
152,152,fr,152,152
153,153,fr,153,153
154,154,fr,154,154
155,155,gb,155,155
156,156,de,156,156
157,157,fr,157,157
158,158,fr,158,158
159,159,fr,159,159
160,160,gb,160,160
161,161,de,161,161
162,162,fr,162,162
163,163,fr,163,163
164,164,fr,164,164
165,165,gb,165,165
166,166,de,166,166
167,167,fr,167,167
168,168,fr,168,168
169,169,fr,169,169
170,170,gb,170,170
171,171,de,171,171
172,172,fr,172,172
173,173,fr,173,173
174,174,fr,174,174
175,175,gb,175,175
176,176,de,176,176
177,177,fr,177,177
178,178,fr,178,178
179,179,fr,179,179
180,180,gb,180,180
181,181,de,181,181
182,182,fr,182,182
183,183,fr,183,183
184,184,fr,184,184
185,185,gb,185,185
186,186,de,186,186
187,187,fr,187,187
188,188,fr,188,188
189,189,fr,189,189
190,190,gb,190,190
191,191,de,191,191
192,192,fr,192,192
193,193,fr,193,193
194,194,fr,194,194
195,195,gb,195,195
196,196,de,196,196
197,197,fr,197,197
198,198,fr,198,198
199,199,fr,199,199
200,200,gb,200,200
201,201,de,201,201
202,202,fr,202,202
203,203,fr,203,203
204,204,fr,204,204
205,205,gb,205,205
206,206,de,206,206
207,207,fr,207,207
208,208,fr,208,208
209,209,fr,209,209
210,210,gb,210,210
211,211,de,211,211
212,212,fr,212,212
213,213,fr,213,213
214,214,fr,214,214
215,215,gb,215,215
216,216,de,216,216
217,217,fr,217,217
218,218,fr,218,218
219,219,fr,219,219
220,220,gb,220,220
221,221,de,221,221
222,222,fr,222,222
223,223,fr,223,223
224,224,fr,224,224
225,225,gb,225,225
226,226,de,226,226
227,227,fr,227,227
228,228,fr,228,228
229,229,fr,229,229
230,230,gb,230,230
231,231,de,231,231
232,232,fr,232,232
233,233,fr,233,233
234,234,fr,234,234
235,235,gb,235,235
236,236,de,236,236
237,237,fr,237,237
238,238,fr,238,238
239,239,fr,239,239
240,240,gb,240,240
241,241,de,241,241
242,242,fr,242,242
243,243,fr,243,243
244,244,fr,244,244
245,245,gb,245,245
246,246,de,246,246
247,247,fr,247,247
248,248,fr,248,248
249,249,fr,249,249
250,250,gb,250,250
251,251,de,251,251
252,252,fr,252,252
253,253,fr,253,253
254,254,fr,254,254
255,255,gb,255,255
256,256,de,256,256
257,257,fr,257,257
258,258,fr,258,258
259,259,fr,259,259
260,260,gb,260,260
261,261,de,261,261
262,262,fr,262,262
263,263,fr,263,263
264,264,fr,264,264
265,265,gb,265,265
266,266,de,266,266
267,267,fr,267,267
268,268,fr,268,268
269,269,fr,269,269
270,270,gb,270,270
271,271,de,271,271
272,272,fr,272,272
273,273,fr,273,273
274,274,fr,274,274
275,275,gb,275,275
276,276,de,276,276
277,277,fr,277,277
278,278,fr,278,278
279,279,fr,279,279
280,280,gb,280,280
281,281,de,281,281
282,282,fr,282,282
283,283,fr,283,283
284,284,fr,284,284
285,285,gb,285,285
286,286,de,286,286
287,287,fr,287,287
288,288,fr,288,288
289,289,fr,289,289
290,290,gb,290,290
291,291,de,291,291
292,292,fr,292,292
293,293,fr,293,293
294,294,fr,294,294
295,295,gb,295,295
296,296,de,296,296
297,297,fr,297,297
298,298,fr,298,298
299,299,fr,299,299
300,300,gb,300,300
301,301,de,301,301
302,302,fr,302,302
303,303,fr,303,303
304,304,fr,304,304
305,305,gb,305,305
306,306,de,306,306
307,307,fr,307,307
308,308,fr,308,308
309,309,fr,309,309
310,310,gb,310,310
311,311,de,311,311
312,312,fr,312,312
313,313,fr,313,313
314,314,fr,314,314
315,315,gb,315,315
316,316,de,316,316
317,317,fr,317,317
318,318,fr,318,318
319,319,fr,319,319
320,320,gb,320,320
321,321,de,321,321
322,322,fr,322,322
323,323,fr,323,323
324,324,fr,324,324
325,325,gb,325,325
326,326,de,326,326
327,327,fr,327,327
328,328,fr,328,328
329,329,fr,329,329
330,330,gb,330,330
331,331,de,331,331
332,332,fr,332,332
333,333,fr,333,333
334,334,fr,334,334
335,335,gb,335,335
336,336,de,336,336
337,337,fr,337,337
338,338,fr,338,338
339,339,fr,339,339
340,340,gb,340,340
341,341,de,341,341
342,342,fr,342,342
343,343,fr,343,343
344,344,fr,344,344
345,345,gb,345,345
346,346,de,346,346
347,347,fr,347,347
348,348,fr,348,348
349,349,fr,349,349
350,350,gb,350,350
351,351,de,351,351
352,352,fr,352,352
353,353,fr,353,353
354,354,fr,354,354
355,355,gb,355,355
356,356,de,356,356
357,357,fr,357,357
358,358,fr,358,358
359,359,fr,359,359
360,360,gb,360,360
361,361,de,361,361
362,362,fr,362,362
363,363,fr,363,363
364,364,fr,364,364
365,365,gb,365,365
366,366,de,366,366
367,367,fr,367,367
368,368,fr,368,368
369,369,fr,369,369
370,370,gb,370,370
371,371,de,371,371
372,372,fr,372,372
373,373,fr,373,373
374,374,fr,374,374
375,375,gb,375,375
376,376,de,376,376
377,377,fr,377,377
378,378,fr,378,378
379,379,fr,379,379
380,380,gb,380,380
381,381,de,381,381
382,382,fr,382,382
383,383,fr,383,383
384,384,fr,384,384
385,385,gb,385,385
386,386,de,386,386
387,387,fr,387,387
388,388,fr,388,388
389,389,fr,389,389
390,390,gb,390,390
391,391,de,391,391
392,392,fr,392,392
393,393,fr,393,393
394,394,fr,394,394
395,395,gb,395,395
396,396,de,396,396
397,397,fr,397,397
398,398,fr,398,398
399,399,fr,399,399
400,400,gb,400,400
401,401,de,401,401
402,402,fr,402,402
403,403,fr,403,403
404,404,fr,404,404
405,405,gb,405,405
406,406,de,406,406
407,407,fr,407,407
408,408,fr,408,408
409,409,fr,409,409
410,410,gb,410,410
411,411,de,411,411
412,412,fr,412,412
413,413,fr,413,413
414,414,fr,414,414
415,415,gb,415,415
416,416,de,416,416
417,417,fr,417,417
418,418,fr,418,418
419,419,fr,419,419
420,420,gb,420,420
421,421,de,421,421
422,422,fr,422,422
423,423,fr,423,423
424,424,fr,424,424
425,425,gb,425,425
426,426,de,426,426
427,427,fr,427,427
428,428,fr,428,428
429,429,fr,429,429
430,430,gb,430,430
431,431,de,431,431
432,432,fr,432,432
433,433,fr,433,433
434,434,fr,434,434
435,435,gb,435,435
436,436,de,436,436
437,437,fr,437,437
438,438,fr,438,438
439,439,fr,439,439
440,440,gb,440,440
441,441,de,441,441
442,442,fr,442,442
443,443,fr,443,443
444,444,fr,444,444
445,445,gb,445,445
446,446,de,446,446
447,447,fr,447,447
448,448,fr,448,448
449,449,fr,449,449
450,450,gb,450,450
451,451,de,451,451
452,452,fr,452,452
453,453,fr,453,453
454,454,fr,454,454
455,455,gb,455,455
456,456,de,456,456
457,457,fr,457,457
458,458,fr,458,458
459,459,fr,459,459
460,460,gb,460,460
461,461,de,461,461
462,462,fr,462,462
463,463,fr,463,463
464,464,fr,464,464
465,465,gb,465,465
466,466,de,466,466
467,467,fr,467,467
468,468,fr,468,468
469,469,fr,469,469
470,470,gb,470,470
471,471,de,471,471
472,472,fr,472,472
473,473,fr,473,473
474,474,fr,474,474
475,475,gb,475,475
476,476,de,476,476
477,477,fr,477,477
478,478,fr,478,478
479,479,fr,479,479
480,480,gb,480,480
481,481,de,481,481
482,482,fr,482,482
483,483,fr,483,483
484,484,fr,484,484
485,485,gb,485,485
486,486,de,486,486
487,487,fr,487,487
488,488,fr,488,488
489,489,fr,489,489
490,490,gb,490,490
491,491,de,491,491
492,492,fr,492,492
493,493,fr,493,493
494,494,fr,494,494
495,495,gb,495,495
496,496,de,496,496
497,497,fr,497,497
498,498,fr,498,498
499,499,fr,499,499
500,500,gb,500,500
501,501,de,501,501
502,502,fr,502,502
503,503,fr,503,503
504,504,fr,504,504
505,505,gb,505,505
506,506,de,506,506
507,507,fr,507,507
508,508,fr,508,508
509,509,fr,509,509
510,510,gb,510,510
511,511,de,511,511
512,512,fr,512,512
513,513,fr,513,513
514,514,fr,514,514
515,515,gb,515,515
516,516,de,516,516
517,517,fr,517,517
518,518,fr,518,518
519,519,fr,519,519
520,520,gb,520,520
521,521,de,521,521
522,522,fr,522,522
523,523,fr,523,523
524,524,fr,524,524
525,525,gb,525,525
526,526,de,526,526
527,527,fr,527,527
528,528,fr,528,528
529,529,fr,529,529
530,530,gb,530,530
531,531,de,531,531
532,532,fr,532,532
533,533,fr,533,533
534,534,fr,534,534
535,535,gb,535,535
536,536,de,536,536
537,537,fr,537,537
538,538,fr,538,538
539,539,fr,539,539
540,540,gb,540,540
541,541,de,541,541
542,542,fr,542,542
543,543,fr,543,543
544,544,fr,544,544
545,545,gb,545,545
546,546,de,546,546
547,547,fr,547,547
548,548,fr,548,548
549,549,fr,549,549
550,550,gb,550,550
551,551,de,551,551
552,552,fr,552,552
553,553,fr,553,553
554,554,fr,554,554
555,555,gb,555,555
556,556,de,556,556
557,557,fr,557,557
558,558,fr,558,558
559,559,fr,559,559
560,560,gb,560,560
561,561,de,561,561
562,562,fr,562,562
563,563,fr,563,563
564,564,fr,564,564
565,565,gb,565,565
566,566,de,566,566
567,567,fr,567,567
568,568,fr,568,568
569,569,fr,569,569
570,570,gb,570,570
571,571,de,571,571
572,572,fr,572,572
573,573,fr,573,573
574,574,fr,574,574
575,575,gb,575,575
576,576,de,576,576
577,577,fr,577,577
578,578,fr,578,578
579,579,fr,579,579
580,580,gb,580,580
581,581,de,581,581
582,582,fr,582,582
583,583,fr,583,583
584,584,fr,584,584
585,585,gb,585,585
586,586,de,586,586
587,587,fr,587,587
588,588,fr,588,588
589,589,fr,589,589
590,590,gb,590,590
591,591,de,591,591
592,592,fr,592,592
593,593,fr,593,593
594,594,fr,594,594
595,595,gb,595,595
596,596,de,596,596
597,597,fr,597,597
598,598,fr,598,598
599,599,fr,599,599
600,600,gb,600,600
601,601,de,601,601
602,602,fr,602,602
603,603,fr,603,603
604,604,fr,604,604
605,605,gb,605,605
606,606,de,606,606
607,607,fr,607,607
608,608,fr,608,608
609,609,fr,609,609
610,610,gb,610,610
611,611,de,611,611
612,612,fr,612,612
613,613,fr,613,613
614,614,fr,614,614
615,615,gb,615,615
616,616,de,616,616
617,617,fr,617,617
618,618,fr,618,618
619,619,fr,619,619
620,620,gb,620,620
621,621,de,621,621
622,622,fr,622,622
623,623,fr,623,623
624,624,fr,624,624
625,625,gb,625,625
626,626,de,626,626
627,627,fr,627,627
628,628,fr,628,628
629,629,fr,629,629
630,630,gb,630,630
631,631,de,631,631
632,632,fr,632,632
633,633,fr,633,633
634,634,fr,634,634
635,635,gb,635,635
636,636,de,636,636
637,637,fr,637,637
638,638,fr,638,638
639,639,fr,639,639
640,640,gb,640,640
641,641,de,641,641
642,642,fr,642,642
643,643,fr,643,643
644,644,fr,644,644
645,645,gb,645,645
646,646,de,646,646
647,647,fr,647,647
648,648,fr,648,648
649,649,fr,649,649
650,650,gb,650,650
651,651,de,651,651
652,652,fr,652,652
653,653,fr,653,653
654,654,fr,654,654
655,655,gb,655,655
656,656,de,656,656
657,657,fr,657,657
658,658,fr,658,658
659,659,fr,659,659
660,660,gb,660,660
661,661,de,661,661
662,662,fr,662,662
663,663,fr,663,663
664,664,fr,664,664
665,665,gb,665,665
666,666,de,666,666
667,667,fr,667,667
668,668,fr,668,668
669,669,fr,669,669
670,670,gb,670,670
671,671,de,671,671
672,672,fr,672,672
673,673,fr,673,673
674,674,fr,674,674
675,675,gb,675,675
676,676,de,676,676
677,677,fr,677,677
678,678,fr,678,678
679,679,fr,679,679
680,680,gb,680,680
681,681,de,681,681
682,682,fr,682,682
683,683,fr,683,683
684,684,fr,684,684
685,685,gb,685,685
686,686,de,686,686
687,687,fr,687,687
688,688,fr,688,688
689,689,fr,689,689
690,690,gb,690,690
691,691,de,691,691
692,692,fr,692,692
693,693,fr,693,693
694,694,fr,694,694
695,695,gb,695,695
696,696,de,696,696
697,697,fr,697,697
698,698,fr,698,698
699,699,fr,699,699
700,700,gb,700,700
701,701,de,701,701
702,702,fr,702,702
703,703,fr,703,703
704,704,fr,704,704
705,705,gb,705,705
706,706,de,706,706
707,707,fr,707,707
708,708,fr,708,708
709,709,fr,709,709
710,710,gb,710,710
711,711,de,711,711
712,712,fr,712,712
713,713,fr,713,713
714,714,fr,714,714
715,715,gb,715,715
716,716,de,716,716
717,717,fr,717,717
718,718,fr,718,718
719,719,fr,719,719
720,720,gb,720,720
721,721,de,721,721
722,722,fr,722,722
723,723,fr,723,723
724,724,fr,724,724
725,725,gb,725,725
726,726,de,726,726
727,727,fr,727,727
728,728,fr,728,728
729,729,fr,729,729
730,730,gb,730,730
731,731,de,731,731
732,732,fr,732,732
733,733,fr,733,733
734,734,fr,734,734
735,735,gb,735,735
736,736,de,736,736
737,737,fr,737,737
738,738,fr,738,738
739,739,fr,739,739
740,740,gb,740,740
741,741,de,741,741
742,742,fr,742,742
743,743,fr,743,743
744,744,fr,744,744
745,745,gb,745,745
746,746,de,746,746
747,747,fr,747,747
748,748,fr,748,748
749,749,fr,749,749
750,750,gb,750,750
751,751,de,751,751
752,752,fr,752,752
753,753,fr,753,753
754,754,fr,754,754
755,755,gb,755,755
756,756,de,756,756
757,757,fr,757,757
758,758,fr,758,758
759,759,fr,759,759
760,760,gb,760,760
761,761,de,761,761
762,762,fr,762,762
763,763,fr,763,763
764,764,fr,764,764
765,765,gb,765,765
766,766,de,766,766
767,767,fr,767,767
768,768,fr,768,768
769,769,fr,769,769
770,770,gb,770,770
771,771,de,771,771
772,772,fr,772,772
773,773,fr,773,773
774,774,fr,774,774
775,775,gb,775,775
776,776,de,776,776
777,777,fr,777,777
778,778,fr,778,778
779,779,fr,779,779
780,780,gb,780,780
781,781,de,781,781
782,782,fr,782,782
783,783,fr,783,783
784,784,fr,784,784
785,785,gb,785,785
786,786,de,786,786
787,787,fr,787,787
788,788,fr,788,788
789,789,fr,789,789
790,790,gb,790,790
791,791,de,791,791
792,792,fr,792,792
793,793,fr,793,793
794,794,fr,794,794
795,795,gb,795,795
796,796,de,796,796
797,797,fr,797,797
798,798,fr,798,798
799,799,fr,799,799
800,800,gb,800,800
801,801,de,801,801
802,802,fr,802,802
803,803,fr,803,803
804,804,fr,804,804
805,805,gb,805,805
806,806,de,806,806
807,807,fr,807,807
808,808,fr,808,808
809,809,fr,809,809
810,810,gb,810,810
811,811,de,811,811
812,812,fr,812,812
813,813,fr,813,813
814,814,fr,814,814
815,815,gb,815,815
816,816,de,816,816
817,817,fr,817,817
818,818,fr,818,818
819,819,fr,819,819
820,820,gb,820,820
821,821,de,821,821
822,822,fr,822,822
823,823,fr,823,823
824,824,fr,824,824
825,825,gb,825,825
826,826,de,826,826
827,827,fr,827,827
828,828,fr,828,828
829,829,fr,829,829
830,830,gb,830,830
831,831,de,831,831
832,832,fr,832,832
833,833,fr,833,833
834,834,fr,834,834
835,835,gb,835,835
836,836,de,836,836
837,837,fr,837,837
838,838,fr,838,838
839,839,fr,839,839
840,840,gb,840,840
841,841,de,841,841
842,842,fr,842,842
843,843,fr,843,843
844,844,fr,844,844
845,845,gb,845,845
846,846,de,846,846
847,847,fr,847,847
848,848,fr,848,848
849,849,fr,849,849
850,850,gb,850,850
851,851,de,851,851
852,852,fr,852,852
853,853,fr,853,853
854,854,fr,854,854
855,855,gb,855,855
856,856,de,856,856
857,857,fr,857,857
858,858,fr,858,858
859,859,fr,859,859
860,860,gb,860,860
861,861,de,861,861
862,862,fr,862,862
863,863,fr,863,863
864,864,fr,864,864
865,865,gb,865,865
866,866,de,866,866
867,867,fr,867,867
868,868,fr,868,868
869,869,fr,869,869
870,870,gb,870,870
871,871,de,871,871
872,872,fr,872,872
873,873,fr,873,873
874,874,fr,874,874
875,875,gb,875,875
876,876,de,876,876
877,877,fr,877,877
878,878,fr,878,878
879,879,fr,879,879
880,880,gb,880,880
881,881,de,881,881
882,882,fr,882,882
883,883,fr,883,883
884,884,fr,884,884
885,885,gb,885,885
886,886,de,886,886
887,887,fr,887,887
888,888,fr,888,888
889,889,fr,889,889
890,890,gb,890,890
891,891,de,891,891
892,892,fr,892,892
893,893,fr,893,893
894,894,fr,894,894
895,895,gb,895,895
896,896,de,896,896
897,897,fr,897,897
898,898,fr,898,898
899,899,fr,899,899
900,900,gb,900,900
901,901,de,901,901
902,902,fr,902,902
903,903,fr,903,903
904,904,fr,904,904
905,905,gb,905,905
906,906,de,906,906
907,907,fr,907,907
908,908,fr,908,908
909,909,fr,909,909
910,910,gb,910,910
911,911,de,911,911
912,912,fr,912,912
913,913,fr,913,913
914,914,fr,914,914
915,915,gb,915,915
916,916,de,916,916
917,917,fr,917,917
918,918,fr,918,918
919,919,fr,919,919
920,920,gb,920,920
921,921,de,921,921
922,922,fr,922,922
923,923,fr,923,923
924,924,fr,924,924
925,925,gb,925,925
926,926,de,926,926
927,927,fr,927,927
928,928,fr,928,928
929,929,fr,929,929
930,930,gb,930,930
931,931,de,931,931
932,932,fr,932,932
933,933,fr,933,933
934,934,fr,934,934
935,935,gb,935,935
936,936,de,936,936
937,937,fr,937,937
938,938,fr,938,938
939,939,fr,939,939
940,940,gb,940,940
941,941,de,941,941
942,942,fr,942,942
943,943,fr,943,943
944,944,fr,944,944
945,945,gb,945,945
946,946,de,946,946
947,947,fr,947,947
948,948,fr,948,948
949,949,fr,949,949
950,950,gb,950,950
951,951,de,951,951
952,952,fr,952,952
953,953,fr,953,953
954,954,fr,954,954
955,955,gb,955,955
956,956,de,956,956
957,957,fr,957,957
958,958,fr,958,958
959,959,fr,959,959
960,960,gb,960,960
961,961,de,961,961
962,962,fr,962,962
963,963,fr,963,963
964,964,fr,964,964
965,965,gb,965,965
966,966,de,966,966
967,967,fr,967,967
968,968,fr,968,968
969,969,fr,969,969
970,970,gb,970,970
971,971,de,971,971
972,972,fr,972,972
973,973,fr,973,973
974,974,fr,974,974
975,975,gb,975,975
976,976,de,976,976
977,977,fr,977,977
978,978,fr,978,978
979,979,fr,979,979
980,980,gb,980,980
981,981,de,981,981
982,982,fr,982,982
983,983,fr,983,983
984,984,fr,984,984
985,985,gb,985,985
986,986,de,986,986
987,987,fr,987,987
988,988,fr,988,988
989,989,fr,989,989
990,990,gb,990,990
991,991,de,991,991
992,992,fr,992,992
993,993,fr,993,993
994,994,fr,994,994
995,995,gb,995,995
996,996,de,996,996
997,997,fr,997,997
998,998,fr,998,998
999,999,fr,999,999
1000,1000,gb,1000,1000
1001,1001,de,1001,1001
1002,1002,fr,1002,1002
1003,1003,fr,1003,1003
1004,1004,fr,1004,1004
1005,1005,gb,1005,1005
1006,1006,de,1006,1006
1007,1007,fr,1007,1007
1008,1008,fr,1008,1008
1009,1009,fr,1009,1009
1010,1010,gb,1010,1010
1011,1011,de,1011,1011
1012,1012,fr,1012,1012
1013,1013,fr,1013,1013
1014,1014,fr,1014,1014
1015,1015,gb,1015,1015
1016,1016,de,1016,1016
1017,1017,fr,1017,1017
1018,1018,fr,1018,1018
1019,1019,fr,1019,1019
1020,1020,gb,1020,1020
1021,1021,de,1021,1021
1022,1022,fr,1022,1022
1023,1023,fr,1023,1023
1024,1024,fr,1024,1024
1025,1025,gb,1025,1025
1026,1026,de,1026,1026
1027,1027,fr,1027,1027
1028,1028,fr,1028,1028
1029,1029,fr,1029,1029
1030,1030,gb,1030,1030
1031,1031,de,1031,1031
1032,1032,fr,1032,1032
1033,1033,fr,1033,1033
1034,1034,fr,1034,1034
1035,1035,gb,1035,1035
1036,1036,de,1036,1036
1037,1037,fr,1037,1037
1038,1038,fr,1038,1038
1039,1039,fr,1039,1039
1040,1040,gb,1040,1040
1041,1041,de,1041,1041
1042,1042,fr,1042,1042
1043,1043,fr,1043,1043
1044,1044,fr,1044,1044
1045,1045,gb,1045,1045
1046,1046,de,1046,1046
1047,1047,fr,1047,1047
1048,1048,fr,1048,1048
1049,1049,fr,1049,1049
1050,1050,gb,1050,1050
1051,1051,de,1051,1051
1052,1052,fr,1052,1052
1053,1053,fr,1053,1053
1054,1054,fr,1054,1054
1055,1055,gb,1055,1055
1056,1056,de,1056,1056
1057,1057,fr,1057,1057
1058,1058,fr,1058,1058
1059,1059,fr,1059,1059
1060,1060,gb,1060,1060
1061,1061,de,1061,1061
1062,1062,fr,1062,1062
1063,1063,fr,1063,1063
1064,1064,fr,1064,1064
1065,1065,gb,1065,1065
1066,1066,de,1066,1066
1067,1067,fr,1067,1067
1068,1068,fr,1068,1068
1069,1069,fr,1069,1069
1070,1070,gb,1070,1070
1071,1071,de,1071,1071
1072,1072,fr,1072,1072
1073,1073,fr,1073,1073
1074,1074,fr,1074,1074
1075,1075,gb,1075,1075
1076,1076,de,1076,1076
1077,1077,fr,1077,1077
1078,1078,fr,1078,1078
1079,1079,fr,1079,1079
1080,1080,gb,1080,1080
1081,1081,de,1081,1081
1082,1082,fr,1082,1082
1083,1083,fr,1083,1083
1084,1084,fr,1084,1084
1085,1085,gb,1085,1085
1086,1086,de,1086,1086
1087,1087,fr,1087,1087
1088,1088,fr,1088,1088
1089,1089,fr,1089,1089
1090,1090,gb,1090,1090
1091,1091,de,1091,1091
1092,1092,fr,1092,1092
1093,1093,fr,1093,1093
1094,1094,fr,1094,1094
1095,1095,gb,1095,1095
1096,1096,de,1096,1096
1097,1097,fr,1097,1097
1098,1098,fr,1098,1098
1099,1099,fr,1099,1099
1100,1100,gb,1100,1100
1101,1101,de,1101,1101
1102,1102,fr,1102,1102
1103,1103,fr,1103,1103
1104,1104,fr,1104,1104
1105,1105,gb,1105,1105
1106,1106,de,1106,1106
1107,1107,fr,1107,1107
1108,1108,fr,1108,1108
1109,1109,fr,1109,1109
1110,1110,gb,1110,1110
1111,1111,de,1111,1111
1112,1112,fr,1112,1112
1113,1113,fr,1113,1113
1114,1114,fr,1114,1114
1115,1115,gb,1115,1115
1116,1116,de,1116,1116
1117,1117,fr,1117,1117
1118,1118,fr,1118,1118
1119,1119,fr,1119,1119
1120,1120,gb,1120,1120
1121,1121,de,1121,1121
1122,1122,fr,1122,1122
1123,1123,fr,1123,1123
1124,1124,fr,1124,1124
1125,1125,gb,1125,1125
1126,1126,de,1126,1126
1127,1127,fr,1127,1127
1128,1128,fr,1128,1128
1129,1129,fr,1129,1129
1130,1130,gb,1130,1130
1131,1131,de,1131,1131
1132,1132,fr,1132,1132
1133,1133,fr,1133,1133
1134,1134,fr,1134,1134
1135,1135,gb,1135,1135
1136,1136,de,1136,1136
1137,1137,fr,1137,1137
1138,1138,fr,1138,1138
1139,1139,fr,1139,1139
1140,1140,gb,1140,1140
1141,1141,de,1141,1141
1142,1142,fr,1142,1142
1143,1143,fr,1143,1143
1144,1144,fr,1144,1144
1145,1145,gb,1145,1145
1146,1146,de,1146,1146
1147,1147,fr,1147,1147
1148,1148,fr,1148,1148
1149,1149,fr,1149,1149
1150,1150,gb,1150,1150
1151,1151,de,1151,1151
1152,1152,fr,1152,1152
1153,1153,fr,1153,1153
1154,1154,fr,1154,1154
1155,1155,gb,1155,1155
1156,1156,de,1156,1156
1157,1157,fr,1157,1157
1158,1158,fr,1158,1158
1159,1159,fr,1159,1159
1160,1160,gb,1160,1160
1161,1161,de,1161,1161
1162,1162,fr,1162,1162
1163,1163,fr,1163,1163
1164,1164,fr,1164,1164
1165,1165,gb,1165,1165
1166,1166,de,1166,1166
1167,1167,fr,1167,1167
1168,1168,fr,1168,1168
1169,1169,fr,1169,1169
1170,1170,gb,1170,1170
1171,1171,de,1171,1171
1172,1172,fr,1172,1172
1173,1173,fr,1173,1173
1174,1174,fr,1174,1174
1175,1175,gb,1175,1175
1176,1176,de,1176,1176
1177,1177,fr,1177,1177
1178,1178,fr,1178,1178
1179,1179,fr,1179,1179
1180,1180,gb,1180,1180
1181,1181,de,1181,1181
1182,1182,fr,1182,1182
1183,1183,fr,1183,1183
1184,1184,fr,1184,1184
1185,1185,gb,1185,1185
1186,1186,de,1186,1186
1187,1187,fr,1187,1187
1188,1188,fr,1188,1188
1189,1189,fr,1189,1189
1190,1190,gb,1190,1190
1191,1191,de,1191,1191
1192,1192,fr,1192,1192
1193,1193,fr,1193,1193
1194,1194,fr,1194,1194
1195,1195,gb,1195,1195
1196,1196,de,1196,1196
1197,1197,fr,1197,1197
1198,1198,fr,1198,1198
1199,1199,fr,1199,1199
1200,1200,gb,1200,1200
1201,1201,de,1201,1201
1202,1202,fr,1202,1202
1203,1203,fr,1203,1203
1204,1204,fr,1204,1204
1205,1205,gb,1205,1205
1206,1206,de,1206,1206
1207,1207,fr,1207,1207
1208,1208,fr,1208,1208
1209,1209,fr,1209,1209
1210,1210,gb,1210,1210
1211,1211,de,1211,1211
1212,1212,fr,1212,1212
